context1,context2,context3,context4,context5,context6,context7,response
" Then without willing it, his head sank all the way down, and from his nostrils flowed out weakly out his last breath",Early in the morning the cleaning woman came," In her sheer energy and haste she banged all the doors (in precisely the way people had already asked her to avoid), so much so that once she arrived a quiet sleep was no longer The Metamorphosis possible anywhere in the entire apartment", In her customarily brief visit to Gregor she at first found nothing special, She thought he lay so immobile there intending to play the offended party, She gave him credit for as complete an understanding as possible," Because she happened to hold the long broom in her hand, she tried to tickle Gregor with it from the door",Early in the morning the cleaning woman came
Early in the morning the cleaning woman came," In her sheer energy and haste she banged all the doors (in precisely the way people had already asked her to avoid), so much so that once she arrived a quiet sleep was no longer The Metamorphosis possible anywhere in the entire apartment", In her customarily brief visit to Gregor she at first found nothing special, She thought he lay so immobile there intending to play the offended party, She gave him credit for as complete an understanding as possible," Because she happened to hold the long broom in her hand, she tried to tickle Gregor with it from the door"," When that was quite unsuccessful, she became irritated and poked Gregor a little, and only when she had shoved him from his place without any resistance did she become attentive"," In her sheer energy and haste she banged all the doors (in precisely the way people had already asked her to avoid), so much so that once she arrived a quiet sleep was no longer The Metamorphosis possible anywhere in the entire apartment"
" In her sheer energy and haste she banged all the doors (in precisely the way people had already asked her to avoid), so much so that once she arrived a quiet sleep was no longer The Metamorphosis possible anywhere in the entire apartment", In her customarily brief visit to Gregor she at first found nothing special, She thought he lay so immobile there intending to play the offended party, She gave him credit for as complete an understanding as possible," Because she happened to hold the long broom in her hand, she tried to tickle Gregor with it from the door"," When that was quite unsuccessful, she became irritated and poked Gregor a little, and only when she had shoved him from his place without any resistance did she become attentive"," When she quickly realized the true state of affairs, her eyes grew large, she whistled to herself, but didn’t restrain herself for long", In her customarily brief visit to Gregor she at first found nothing special
 In her customarily brief visit to Gregor she at first found nothing special, She thought he lay so immobile there intending to play the offended party, She gave him credit for as complete an understanding as possible," Because she happened to hold the long broom in her hand, she tried to tickle Gregor with it from the door"," When that was quite unsuccessful, she became irritated and poked Gregor a little, and only when she had shoved him from his place without any resistance did she become attentive"," When she quickly realized the true state of affairs, her eyes grew large, she whistled to herself, but didn’t restrain herself for long"," She pulled open the door of the bedroom and yelled in a loud voice into the darkness, ‘Come and look", She thought he lay so immobile there intending to play the offended party
 She thought he lay so immobile there intending to play the offended party, She gave him credit for as complete an understanding as possible," Because she happened to hold the long broom in her hand, she tried to tickle Gregor with it from the door"," When that was quite unsuccessful, she became irritated and poked Gregor a little, and only when she had shoved him from his place without any resistance did she become attentive"," When she quickly realized the true state of affairs, her eyes grew large, she whistled to herself, but didn’t restrain herself for long"," She pulled open the door of the bedroom and yelled in a loud voice into the darkness, ‘Come and look", It’s kicked the bucket, She gave him credit for as complete an understanding as possible
 She gave him credit for as complete an understanding as possible," Because she happened to hold the long broom in her hand, she tried to tickle Gregor with it from the door"," When that was quite unsuccessful, she became irritated and poked Gregor a little, and only when she had shoved him from his place without any resistance did she become attentive"," When she quickly realized the true state of affairs, her eyes grew large, she whistled to herself, but didn’t restrain herself for long"," She pulled open the door of the bedroom and yelled in a loud voice into the darkness, ‘Come and look", It’s kicked the bucket," It’s lying there, totally snuffed!’The Samsa married couple sat upright in their marriage bed and had to get over their fright at the cleaning woman before they managed to grasp her message"," Because she happened to hold the long broom in her hand, she tried to tickle Gregor with it from the door"
" Because she happened to hold the long broom in her hand, she tried to tickle Gregor with it from the door"," When that was quite unsuccessful, she became irritated and poked Gregor a little, and only when she had shoved him from his place without any resistance did she become attentive"," When she quickly realized the true state of affairs, her eyes grew large, she whistled to herself, but didn’t restrain herself for long"," She pulled open the door of the bedroom and yelled in a loud voice into the darkness, ‘Come and look", It’s kicked the bucket," It’s lying there, totally snuffed!’The Samsa married couple sat upright in their marriage bed and had to get over their fright at the cleaning woman before they managed to grasp her message", But then Mr," When that was quite unsuccessful, she became irritated and poked Gregor a little, and only when she had shoved him from his place without any resistance did she become attentive"
" When that was quite unsuccessful, she became irritated and poked Gregor a little, and only when she had shoved him from his place without any resistance did she become attentive"," When she quickly realized the true state of affairs, her eyes grew large, she whistled to herself, but didn’t restrain herself for long"," She pulled open the door of the bedroom and yelled in a loud voice into the darkness, ‘Come and look", It’s kicked the bucket," It’s lying there, totally snuffed!’The Samsa married couple sat upright in their marriage bed and had to get over their fright at the cleaning woman before they managed to grasp her message", But then Mr, and Mrs," When she quickly realized the true state of affairs, her eyes grew large, she whistled to herself, but didn’t restrain herself for long"
" When she quickly realized the true state of affairs, her eyes grew large, she whistled to herself, but didn’t restrain herself for long"," She pulled open the door of the bedroom and yelled in a loud voice into the darkness, ‘Come and look", It’s kicked the bucket," It’s lying there, totally snuffed!’The Samsa married couple sat upright in their marriage bed and had to get over their fright at the cleaning woman before they managed to grasp her message", But then Mr, and Mrs," Samsa climbed very quickly out of bed, one on either side"," She pulled open the door of the bedroom and yelled in a loud voice into the darkness, ‘Come and look"
" She pulled open the door of the bedroom and yelled in a loud voice into the darkness, ‘Come and look", It’s kicked the bucket," It’s lying there, totally snuffed!’The Samsa married couple sat upright in their marriage bed and had to get over their fright at the cleaning woman before they managed to grasp her message", But then Mr, and Mrs," Samsa climbed very quickly out of bed, one on either side", Mr, It’s kicked the bucket
 It’s kicked the bucket," It’s lying there, totally snuffed!’The Samsa married couple sat upright in their marriage bed and had to get over their fright at the cleaning woman before they managed to grasp her message", But then Mr, and Mrs," Samsa climbed very quickly out of bed, one on either side", Mr," Samsa threw the bedspread over his shoulders, Mrs"," It’s lying there, totally snuffed!’The Samsa married couple sat upright in their marriage bed and had to get over their fright at the cleaning woman before they managed to grasp her message"
" It’s lying there, totally snuffed!’The Samsa married couple sat upright in their marriage bed and had to get over their fright at the cleaning woman before they managed to grasp her message", But then Mr, and Mrs," Samsa climbed very quickly out of bed, one on either side", Mr," Samsa threw the bedspread over his shoulders, Mrs"," Samsa came out only in her night-shirt, and like this they stepped into Gregor’s room", But then Mr
 But then Mr, and Mrs," Samsa climbed very quickly out of bed, one on either side", Mr," Samsa threw the bedspread over his shoulders, Mrs"," Samsa came out only in her night-shirt, and like this they stepped into Gregor’s room", Meanwhile the door of the living room (in which Grete had slept since the lodgers had arrived on the scene) had also opened, and Mrs
 and Mrs," Samsa climbed very quickly out of bed, one on either side", Mr," Samsa threw the bedspread over his shoulders, Mrs"," Samsa came out only in her night-shirt, and like this they stepped into Gregor’s room", Meanwhile the door of the living room (in which Grete had slept since the lodgers had arrived on the scene) had also opened," She was fully clothed, as if she had not slept at all; her white face also seem to indicate that"," Samsa climbed very quickly out of bed, one on either side"
" Samsa climbed very quickly out of bed, one on either side", Mr," Samsa threw the bedspread over his shoulders, Mrs"," Samsa came out only in her night-shirt, and like this they stepped into Gregor’s room", Meanwhile the door of the living room (in which Grete had slept since the lodgers had arrived on the scene) had also opened," She was fully clothed, as if she had not slept at all; her white face also seem to indicate that", ‘Dead?’ said Mrs, Mr
 Mr," Samsa threw the bedspread over his shoulders, Mrs"," Samsa came out only in her night-shirt, and like this they stepped into Gregor’s room", Meanwhile the door of the living room (in which Grete had slept since the lodgers had arrived on the scene) had also opened," She was fully clothed, as if she had not slept at all; her white face also seem to indicate that", ‘Dead?’ said Mrs," Samsa and looked questioningly at the cleaning woman, although she could check everything on her own and even understand without a check"," Samsa threw the bedspread over his shoulders, Mrs"
" Samsa threw the bedspread over his shoulders, Mrs"," Samsa came out only in her night-shirt, and like this they stepped into Gregor’s room", Meanwhile the door of the living room (in which Grete had slept since the lodgers had arrived on the scene) had also opened," She was fully clothed, as if she had not slept at all; her white face also seem to indicate that", ‘Dead?’ said Mrs," Samsa and looked questioningly at the cleaning woman, although she could check everything on her own and even understand without a check"," ‘I should say so,’ said the cleaning woman and, by  way of proof, poked Gregor’s body with the broom a considerable distance more to the side"," Samsa came out only in her night-shirt, and like this they stepped into Gregor’s room"
" Samsa came out only in her night-shirt, and like this they stepped into Gregor’s room", Meanwhile the door of the living room (in which Grete had slept since the lodgers had arrived on the scene) had also opened," She was fully clothed, as if she had not slept at all; her white face also seem to indicate that", ‘Dead?’ said Mrs," Samsa and looked questioningly at the cleaning woman, although she could check everything on her own and even understand without a check"," ‘I should say so,’ said the cleaning woman and, by  way of proof, poked Gregor’s body with the broom a considerable distance more to the side", Mrs, Meanwhile the door of the living room (in which Grete had slept since the lodgers had arrived on the scene) had also opened
 Meanwhile the door of the living room (in which Grete had slept since the lodgers had arrived on the scene) had also opened," She was fully clothed, as if she had not slept at all; her white face also seem to indicate that", ‘Dead?’ said Mrs," Samsa and looked questioningly at the cleaning woman, although she could check everything on her own and even understand without a check"," ‘I should say so,’ said the cleaning woman and, by  way of proof, poked Gregor’s body with the broom a considerable distance more to the side", Mrs," Samsa made a movement as if she wished to restrain the broom, but didn’t do it"," She was fully clothed, as if she had not slept at all; her white face also seem to indicate that"
" She was fully clothed, as if she had not slept at all; her white face also seem to indicate that", ‘Dead?’ said Mrs," Samsa and looked questioningly at the cleaning woman, although she could check everything on her own and even understand without a check"," ‘I should say so,’ said the cleaning woman and, by  way of proof, poked Gregor’s body with the broom a considerable distance more to the side", Mrs," Samsa made a movement as if she wished to restrain the broom, but didn’t do it"," ‘Well,’ said Mr", ‘Dead?’ said Mrs
 ‘Dead?’ said Mrs," Samsa and looked questioningly at the cleaning woman, although she could check everything on her own and even understand without a check"," ‘I should say so,’ said the cleaning woman and, by  way of proof, poked Gregor’s body with the broom a considerable distance more to the side", Mrs," Samsa made a movement as if she wished to restrain the broom, but didn’t do it"," ‘Well,’ said Mr"," Samsa, ‘now we can give thanks to God"," Samsa and looked questioningly at the cleaning woman, although she could check everything on her own and even understand without a check"
" Samsa and looked questioningly at the cleaning woman, although she could check everything on her own and even understand without a check"," ‘I should say so,’ said the cleaning woman and, by  way of proof, poked Gregor’s body with the broom a considerable distance more to the side", Mrs," Samsa made a movement as if she wished to restrain the broom, but didn’t do it"," ‘Well,’ said Mr"," Samsa, ‘now we can give thanks to God","’ He crossed himself, and the three women followed his example"," ‘I should say so,’ said the cleaning woman and, by  way of proof, poked Gregor’s body with the broom a considerable distance more to the side"
" ‘I should say so,’ said the cleaning woman and, by  way of proof, poked Gregor’s body with the broom a considerable distance more to the side", Mrs," Samsa made a movement as if she wished to restrain the broom, but didn’t do it"," ‘Well,’ said Mr"," Samsa, ‘now we can give thanks to God","’ He crossed himself, and the three women followed his example","Grete, who did not take her eyes off the corpse, said, ‘Look how thin he was", Mrs
 Mrs," Samsa made a movement as if she wished to restrain the broom, but didn’t do it"," ‘Well,’ said Mr"," Samsa, ‘now we can give thanks to God","’ He crossed himself, and the three women followed his example","Grete, who did not take her eyes off the corpse, said, ‘Look how thin he was", He had eaten nothing for such a long time," Samsa made a movement as if she wished to restrain the broom, but didn’t do it"
" Samsa made a movement as if she wished to restrain the broom, but didn’t do it"," ‘Well,’ said Mr"," Samsa, ‘now we can give thanks to God","’ He crossed himself, and the three women followed his example","Grete, who did not take her eyes off the corpse, said, ‘Look how thin he was", He had eaten nothing for such a long time, The meals which came in here came out again exactly the same," ‘Well,’ said Mr"
" ‘Well,’ said Mr"," Samsa, ‘now we can give thanks to God","’ He crossed himself, and the three women followed his example","Grete, who did not take her eyes off the corpse, said, ‘Look how thin he was", He had eaten nothing for such a long time, The meals which came in here came out again exactly the same,"’ In fact, Gregor’s body was completely flat and dry"," Samsa, ‘now we can give thanks to God"
" Samsa, ‘now we can give thanks to God","’ He crossed himself, and the three women followed his example","Grete, who did not take her eyes off the corpse, said, ‘Look how thin he was", He had eaten nothing for such a long time, The meals which came in here came out again exactly the same,"’ In fact, Gregor’s body was completely flat and dry"," That was apparent really for the first time, now that he was no longer raised on his small limbs and, moreover, now that nothing else distracted one’s gaze","’ He crossed himself, and the three women followed his example"
"’ He crossed himself, and the three women followed his example","Grete, who did not take her eyes off the corpse, said, ‘Look how thin he was", He had eaten nothing for such a long time, The meals which came in here came out again exactly the same,"’ In fact, Gregor’s body was completely flat and dry"," That was apparent really for the first time, now that he was no longer raised on his small limbs and, moreover, now that nothing else distracted one’s gaze","‘Grete, come into us for a moment,’ said Mrs","Grete, who did not take her eyes off the corpse, said, ‘Look how thin he was"
"Grete, who did not take her eyes off the corpse, said, ‘Look how thin he was", He had eaten nothing for such a long time, The meals which came in here came out again exactly the same,"’ In fact, Gregor’s body was completely flat and dry"," That was apparent really for the first time, now that he was no longer raised on his small limbs and, moreover, now that nothing else distracted one’s gaze","‘Grete, come into us for a moment,’ said Mrs"," Samsa with a melancholy smile, and Grete went, not without looking back at the corpse, behind her parents into the bed room", He had eaten nothing for such a long time
 He had eaten nothing for such a long time, The meals which came in here came out again exactly the same,"’ In fact, Gregor’s body was completely flat and dry"," That was apparent really for the first time, now that he was no longer raised on his small limbs and, moreover, now that nothing else distracted one’s gaze","‘Grete, come into us for a moment,’ said Mrs"," Samsa with a melancholy smile, and Grete went, not without looking back at the corpse, behind her parents into the bed room", The cleaning woman shut the door and opened the window wide, The meals which came in here came out again exactly the same
 The meals which came in here came out again exactly the same,"’ In fact, Gregor’s body was completely flat and dry"," That was apparent really for the first time, now that he was no longer raised on his small limbs and, moreover, now that nothing else distracted one’s gaze","‘Grete, come into us for a moment,’ said Mrs"," Samsa with a melancholy smile, and Grete went, not without looking back at the corpse, behind her parents into the bed room", The cleaning woman shut the door and opened the window wide," In spite of the early morning, the fresh air was partly tinged with warmth","’ In fact, Gregor’s body was completely flat and dry"
"’ In fact, Gregor’s body was completely flat and dry"," That was apparent really for the first time, now that he was no longer raised on his small limbs and, moreover, now that nothing else distracted one’s gaze","‘Grete, come into us for a moment,’ said Mrs"," Samsa with a melancholy smile, and Grete went, not without looking back at the corpse, behind her parents into the bed room", The cleaning woman shut the door and opened the window wide," In spite of the early morning, the fresh air was partly tinged with warmth", It was already the end of March," That was apparent really for the first time, now that he was no longer raised on his small limbs and, moreover, now that nothing else distracted one’s gaze"
" That was apparent really for the first time, now that he was no longer raised on his small limbs and, moreover, now that nothing else distracted one’s gaze","‘Grete, come into us for a moment,’ said Mrs"," Samsa with a melancholy smile, and Grete went, not without looking back at the corpse, behind her parents into the bed room", The cleaning woman shut the door and opened the window wide," In spite of the early morning, the fresh air was partly tinged with warmth", It was already the end of March,"The three lodgers stepped out of their room and looked around for their breakfast, astonished that they had been forgotten","‘Grete, come into us for a moment,’ said Mrs"
"‘Grete, come into us for a moment,’ said Mrs"," Samsa with a melancholy smile, and Grete went, not without looking back at the corpse, behind her parents into the bed room", The cleaning woman shut the door and opened the window wide," In spite of the early morning, the fresh air was partly tinged with warmth", It was already the end of March,"The three lodgers stepped out of their room and looked around for their breakfast, astonished that they had been forgotten", ‘Where is the breakfast?’ asked the middle one of the gentlemen grumpily to the cleaning woman," Samsa with a melancholy smile, and Grete went, not without looking back at the corpse, behind her parents into the bed room"
" Samsa with a melancholy smile, and Grete went, not without looking back at the corpse, behind her parents into the bed room", The cleaning woman shut the door and opened the window wide," In spite of the early morning, the fresh air was partly tinged with warmth", It was already the end of March,"The three lodgers stepped out of their room and looked around for their breakfast, astonished that they had been forgotten", ‘Where is the breakfast?’ asked the middle one of the gentlemen grumpily to the cleaning woman," However, she laid her finger to her lips and then quickly and silently indicated to the lodgers that they could come into Gregor’s room", The cleaning woman shut the door and opened the window wide
 The cleaning woman shut the door and opened the window wide," In spite of the early morning, the fresh air was partly tinged with warmth", It was already the end of March,"The three lodgers stepped out of their room and looked around for their breakfast, astonished that they had been forgotten", ‘Where is the breakfast?’ asked the middle one of the gentlemen grumpily to the cleaning woman," However, she laid her finger to her lips and then quickly and silently indicated to the lodgers that they could come into Gregor’s room"," So they came and stood around Gregor’s corpse, their hands in the pockets of their somewhat worn jackets, in the room, which was already quite bright"," In spite of the early morning, the fresh air was partly tinged with warmth"
" In spite of the early morning, the fresh air was partly tinged with warmth", It was already the end of March,"The three lodgers stepped out of their room and looked around for their breakfast, astonished that they had been forgotten", ‘Where is the breakfast?’ asked the middle one of the gentlemen grumpily to the cleaning woman," However, she laid her finger to her lips and then quickly and silently indicated to the lodgers that they could come into Gregor’s room"," So they came and stood around Gregor’s corpse, their hands in the pockets of their somewhat worn jackets, in the room, which was already quite bright","Then the door of the bed room opened, and Mr", It was already the end of March
 It was already the end of March,"The three lodgers stepped out of their room and looked around for their breakfast, astonished that they had been forgotten", ‘Where is the breakfast?’ asked the middle one of the gentlemen grumpily to the cleaning woman," However, she laid her finger to her lips and then quickly and silently indicated to the lodgers that they could come into Gregor’s room"," So they came and stood around Gregor’s corpse, their hands in the pockets of their somewhat worn jackets, in the room, which was already quite bright","Then the door of the bed room opened, and Mr"," Samsa The Metamorphosis appeared in his uniform, with his wife on one arm and his daughter on the other","The three lodgers stepped out of their room and looked around for their breakfast, astonished that they had been forgotten"
"The three lodgers stepped out of their room and looked around for their breakfast, astonished that they had been forgotten", ‘Where is the breakfast?’ asked the middle one of the gentlemen grumpily to the cleaning woman," However, she laid her finger to her lips and then quickly and silently indicated to the lodgers that they could come into Gregor’s room"," So they came and stood around Gregor’s corpse, their hands in the pockets of their somewhat worn jackets, in the room, which was already quite bright","Then the door of the bed room opened, and Mr"," Samsa The Metamorphosis appeared in his uniform, with his wife on one arm and his daughter on the other", All were a little tear stained, ‘Where is the breakfast?’ asked the middle one of the gentlemen grumpily to the cleaning woman
 ‘Where is the breakfast?’ asked the middle one of the gentlemen grumpily to the cleaning woman," However, she laid her finger to her lips and then quickly and silently indicated to the lodgers that they could come into Gregor’s room"," So they came and stood around Gregor’s corpse, their hands in the pockets of their somewhat worn jackets, in the room, which was already quite bright","Then the door of the bed room opened, and Mr"," Samsa The Metamorphosis appeared in his uniform, with his wife on one arm and his daughter on the other", All were a little tear stained, Now and then Grete pressed her face onto her father’s arm," However, she laid her finger to her lips and then quickly and silently indicated to the lodgers that they could come into Gregor’s room"
" However, she laid her finger to her lips and then quickly and silently indicated to the lodgers that they could come into Gregor’s room"," So they came and stood around Gregor’s corpse, their hands in the pockets of their somewhat worn jackets, in the room, which was already quite bright","Then the door of the bed room opened, and Mr"," Samsa The Metamorphosis appeared in his uniform, with his wife on one arm and his daughter on the other", All were a little tear stained, Now and then Grete pressed her face onto her father’s arm,"‘Get out of my apartment immediately,’ said Mr"," So they came and stood around Gregor’s corpse, their hands in the pockets of their somewhat worn jackets, in the room, which was already quite bright"
" So they came and stood around Gregor’s corpse, their hands in the pockets of their somewhat worn jackets, in the room, which was already quite bright","Then the door of the bed room opened, and Mr"," Samsa The Metamorphosis appeared in his uniform, with his wife on one arm and his daughter on the other", All were a little tear stained, Now and then Grete pressed her face onto her father’s arm,"‘Get out of my apartment immediately,’ said Mr"," Samsa and pulled open the door, without letting go of the women","Then the door of the bed room opened, and Mr"
"Then the door of the bed room opened, and Mr"," Samsa The Metamorphosis appeared in his uniform, with his wife on one arm and his daughter on the other", All were a little tear stained, Now and then Grete pressed her face onto her father’s arm,"‘Get out of my apartment immediately,’ said Mr"," Samsa and pulled open the door, without letting go of the women"," ‘What do you mean?’ said the middle lodger, somewhat dismayed and with a sugary smile"," Samsa The Metamorphosis appeared in his uniform, with his wife on one arm and his daughter on the other"
" Samsa The Metamorphosis appeared in his uniform, with his wife on one arm and his daughter on the other", All were a little tear stained, Now and then Grete pressed her face onto her father’s arm,"‘Get out of my apartment immediately,’ said Mr"," Samsa and pulled open the door, without letting go of the women"," ‘What do you mean?’ said the middle lodger, somewhat dismayed and with a sugary smile"," The two others kept their hands behind them and constantly rubbed them against each other, as if in joyful anticipation of a great squabble which must end up in their favour", All were a little tear stained
 All were a little tear stained, Now and then Grete pressed her face onto her father’s arm,"‘Get out of my apartment immediately,’ said Mr"," Samsa and pulled open the door, without letting go of the women"," ‘What do you mean?’ said the middle lodger, somewhat dismayed and with a sugary smile"," The two others kept their hands behind them and constantly rubbed them against each other, as if in joyful anticipation of a great squabble which must end up in their favour"," ‘I mean exactly what I say,’ replied Mr", Now and then Grete pressed her face onto her father’s arm
 Now and then Grete pressed her face onto her father’s arm,"‘Get out of my apartment immediately,’ said Mr"," Samsa and pulled open the door, without letting go of the women"," ‘What do you mean?’ said the middle lodger, somewhat dismayed and with a sugary smile"," The two others kept their hands behind them and constantly rubbed them against each other, as if in joyful anticipation of a great squabble which must end up in their favour"," ‘I mean exactly what I say,’ replied Mr", Samsa and went directly with his two female companions up to the lodger,"‘Get out of my apartment immediately,’ said Mr"
"‘Get out of my apartment immediately,’ said Mr"," Samsa and pulled open the door, without letting go of the women"," ‘What do you mean?’ said the middle lodger, somewhat dismayed and with a sugary smile"," The two others kept their hands behind them and constantly rubbed them against each other, as if in joyful anticipation of a great squabble which must end up in their favour"," ‘I mean exactly what I say,’ replied Mr", Samsa and went directly with his two female companions up to the lodger," The latter at first stood there motionless and looked at the floor, as if matters were arranging themselves in a new way in his head"," Samsa and pulled open the door, without letting go of the women"
" Samsa and pulled open the door, without letting go of the women"," ‘What do you mean?’ said the middle lodger, somewhat dismayed and with a sugary smile"," The two others kept their hands behind them and constantly rubbed them against each other, as if in joyful anticipation of a great squabble which must end up in their favour"," ‘I mean exactly what I say,’ replied Mr", Samsa and went directly with his two female companions up to the lodger," The latter at first stood there motionless and looked at the floor, as if matters were arranging themselves in a new way in his head"," ‘All right, then we’ll go,’ he said and looked up at Mr"," ‘What do you mean?’ said the middle lodger, somewhat dismayed and with a sugary smile"
" ‘What do you mean?’ said the middle lodger, somewhat dismayed and with a sugary smile"," The two others kept their hands behind them and constantly rubbed them against each other, as if in joyful anticipation of a great squabble which must end up in their favour"," ‘I mean exactly what I say,’ replied Mr", Samsa and went directly with his two female companions up to the lodger," The latter at first stood there motionless and looked at the floor, as if matters were arranging themselves in a new way in his head"," ‘All right, then we’ll go,’ he said and looked up at Mr"," Samsa as if, suddenly overcome by humility, he was asking fresh permission for this decision"," The two others kept their hands behind them and constantly rubbed them against each other, as if in joyful anticipation of a great squabble which must end up in their favour"
" The two others kept their hands behind them and constantly rubbed them against each other, as if in joyful anticipation of a great squabble which must end up in their favour"," ‘I mean exactly what I say,’ replied Mr", Samsa and went directly with his two female companions up to the lodger," The latter at first stood there motionless and looked at the floor, as if matters were arranging themselves in a new way in his head"," ‘All right, then we’ll go,’ he said and looked up at Mr"," Samsa as if, suddenly overcome by humility, he was asking fresh permission for this decision", Mr," ‘I mean exactly what I say,’ replied Mr"
" ‘I mean exactly what I say,’ replied Mr", Samsa and went directly with his two female companions up to the lodger," The latter at first stood there motionless and looked at the floor, as if matters were arranging themselves in a new way in his head"," ‘All right, then we’ll go,’ he said and looked up at Mr"," Samsa as if, suddenly overcome by humility, he was asking fresh permission for this decision", Mr, Samsa merely nodded to him repeatedly with his eyes open wide, Samsa and went directly with his two female companions up to the lodger
 Samsa and went directly with his two female companions up to the lodger," The latter at first stood there motionless and looked at the floor, as if matters were arranging themselves in a new way in his head"," ‘All right, then we’ll go,’ he said and looked up at Mr"," Samsa as if, suddenly overcome by humility, he was asking fresh permission for this decision", Mr, Samsa merely nodded to him repeatedly with his eyes open wide,"Following that, the lodger actually went immediately with long strides into the hall"," The latter at first stood there motionless and looked at the floor, as if matters were arranging themselves in a new way in his head"
" The latter at first stood there motionless and looked at the floor, as if matters were arranging themselves in a new way in his head"," ‘All right, then we’ll go,’ he said and looked up at Mr"," Samsa as if, suddenly overcome by humility, he was asking fresh permission for this decision", Mr, Samsa merely nodded to him repeatedly with his eyes open wide,"Following that, the lodger actually went immediately with long strides into the hall"," His two friends had already been listening for a while with their hands quite still, and now they hopped smartly after him, as if afraid that Mr"," ‘All right, then we’ll go,’ he said and looked up at Mr"
" ‘All right, then we’ll go,’ he said and looked up at Mr"," Samsa as if, suddenly overcome by humility, he was asking fresh permission for this decision", Mr, Samsa merely nodded to him repeatedly with his eyes open wide,"Following that, the lodger actually went immediately with long strides into the hall"," His two friends had already been listening for a while with their hands quite still, and now they hopped smartly after him, as if afraid that Mr", Samsa could step into the hall ahead of them and disturb their reunion with their leader," Samsa as if, suddenly overcome by humility, he was asking fresh permission for this decision"
" Samsa as if, suddenly overcome by humility, he was asking fresh permission for this decision", Mr, Samsa merely nodded to him repeatedly with his eyes open wide,"Following that, the lodger actually went immediately with long strides into the hall"," His two friends had already been listening for a while with their hands quite still, and now they hopped smartly after him, as if afraid that Mr", Samsa could step into the hall ahead of them and disturb their reunion with their leader," In the hall all three of them took their hats from the coat rack, pulled their canes from the cane holder, bowed silently, and left the apartment", Mr
 Mr, Samsa merely nodded to him repeatedly with his eyes open wide,"Following that, the lodger actually went immediately with long strides into the hall"," His two friends had already been listening for a while with their hands quite still, and now they hopped smartly after him, as if afraid that Mr", Samsa could step into the hall ahead of them and disturb their reunion with their leader," In the hall all three of them took their hats from the coat rack, pulled their canes from the cane holder, bowed silently, and left the apartment"," In what turned out to be an entirely groundless mistrust, Mr", Samsa merely nodded to him repeatedly with his eyes open wide
 Samsa merely nodded to him repeatedly with his eyes open wide,"Following that, the lodger actually went immediately with long strides into the hall"," His two friends had already been listening for a while with their hands quite still, and now they hopped smartly after him, as if afraid that Mr", Samsa could step into the hall ahead of them and disturb their reunion with their leader," In the hall all three of them took their hats from the coat rack, pulled their canes from the cane holder, bowed silently, and left the apartment"," In what turned out to be an entirely groundless mistrust, Mr"," Samsa stepped with the two women out onto the landing, leaned against the railing, and looked down as the three  lodgers slowly but steadily made their way down the long staircase, disappeared on each floor in a certain turn of the stairwell and in a few seconds came out again","Following that, the lodger actually went immediately with long strides into the hall"
"Following that, the lodger actually went immediately with long strides into the hall"," His two friends had already been listening for a while with their hands quite still, and now they hopped smartly after him, as if afraid that Mr", Samsa could step into the hall ahead of them and disturb their reunion with their leader," In the hall all three of them took their hats from the coat rack, pulled their canes from the cane holder, bowed silently, and left the apartment"," In what turned out to be an entirely groundless mistrust, Mr"," Samsa stepped with the two women out onto the landing, leaned against the railing, and looked down as the three  lodgers slowly but steadily made their way down the long staircase, disappeared on each floor in a certain turn of the stairwell and in a few seconds came out again"," The deeper they proceeded, the more the Samsa family lost interest in them, and when a butcher with a tray on his head come to meet them and then with a proud bearing ascended the stairs high above them, Mr"," His two friends had already been listening for a while with their hands quite still, and now they hopped smartly after him, as if afraid that Mr"
" His two friends had already been listening for a while with their hands quite still, and now they hopped smartly after him, as if afraid that Mr", Samsa could step into the hall ahead of them and disturb their reunion with their leader," In the hall all three of them took their hats from the coat rack, pulled their canes from the cane holder, bowed silently, and left the apartment"," In what turned out to be an entirely groundless mistrust, Mr"," Samsa stepped with the two women out onto the landing, leaned against the railing, and looked down as the three  lodgers slowly but steadily made their way down the long staircase, disappeared on each floor in a certain turn of the stairwell and in a few seconds came out again"," The deeper they proceeded, the more the Samsa family lost interest in them, and when a butcher with a tray on his head come to meet them and then with a proud bearing ascended the stairs high above them, Mr", Samsa, Samsa could step into the hall ahead of them and disturb their reunion with their leader
 Samsa could step into the hall ahead of them and disturb their reunion with their leader," In the hall all three of them took their hats from the coat rack, pulled their canes from the cane holder, bowed silently, and left the apartment"," In what turned out to be an entirely groundless mistrust, Mr"," Samsa stepped with the two women out onto the landing, leaned against the railing, and looked down as the three  lodgers slowly but steadily made their way down the long staircase, disappeared on each floor in a certain turn of the stairwell and in a few seconds came out again"," The deeper they proceeded, the more the Samsa family lost interest in them, and when a butcher with a tray on his head come to meet them and then with a proud bearing ascended the stairs high above them, Mr", Samsa,", together with the women, left the banister, and they all returned, as if relieved, back into their apartment"," In the hall all three of them took their hats from the coat rack, pulled their canes from the cane holder, bowed silently, and left the apartment"
